x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,Frame_Sequence,label
0.4513384699821472,0.48254746198654175,0.41424793004989624,0.4950045645236969,0.4805687367916107,0.4272593557834625,0.4031310975551605,0.43449920415878296,0.4956570267677307,0.35127002000808716,0.40355271100997925,0.35824376344680786,0.0,0.0
0.44946956634521484,0.48121389746665955,0.41054192185401917,0.488987535238266,0.4825492799282074,0.4271925985813141,0.39777711033821106,0.43149542808532715,0.49565181136131287,0.35234588384628296,0.40275007486343384,0.3582470715045929,1.0,0.0
0.41910654306411743,0.4803549349308014,0.39025405049324036,0.4816322922706604,0.47645774483680725,0.4314364790916443,0.3912636339664459,0.42640867829322815,0.4941808581352234,0.3544708490371704,0.40257757902145386,0.3561708927154541,2.0,0.0
0.423708975315094,0.4540248513221741,0.3964785933494568,0.4620874524116516,0.47140803933143616,0.4281783998012543,0.3928510546684265,0.41975560784339905,0.4927694797515869,0.35399091243743896,0.4026027321815491,0.35243675112724304,3.0,0.0
0.43009597063064575,0.4299130439758301,0.3664831519126892,0.45342540740966797,0.4667799472808838,0.4172365069389343,0.38288357853889465,0.41288742423057556,0.4914768636226654,0.3537066578865051,0.40275636315345764,0.35090726613998413,4.0,0.0
0.40508562326431274,0.43558257818222046,0.35537075996398926,0.45080438256263733,0.46938902139663696,0.4191643297672272,0.37907081842422485,0.4113517701625824,0.4894680082798004,0.35616812109947205,0.40288591384887695,0.35134071111679077,5.0,0.0
0.41734057664871216,0.4423505663871765,0.3528582751750946,0.4440672993659973,0.47141093015670776,0.41958409547805786,0.37658774852752686,0.4098954200744629,0.4860707223415375,0.35623639822006226,0.40270256996154785,0.35019606351852417,6.0,0.0
0.4416092336177826,0.4427570700645447,0.3465733826160431,0.42909201979637146,0.4810592532157898,0.4186485707759857,0.377191424369812,0.40250617265701294,0.4845429062843323,0.35619181394577026,0.4027460515499115,0.349256694316864,7.0,0.0
0.4799453616142273,0.4587036967277527,0.3374482989311218,0.41538935899734497,0.48506632447242737,0.4161439836025238,0.38035523891448975,0.40126705169677734,0.48134344816207886,0.354499876499176,0.4034646451473236,0.34852200746536255,8.0,0.0
0.47635993361473083,0.45373088121414185,0.3249157965183258,0.40457239747047424,0.4846474230289459,0.41390982270240784,0.3774624764919281,0.39874938130378723,0.47923582792282104,0.35440367460250854,0.4033816456794739,0.34891277551651,9.0,0.0
0.4715069830417633,0.45560699701309204,0.3200264573097229,0.38946211338043213,0.482771635055542,0.4144147038459778,0.36927399039268494,0.3874848484992981,0.47864866256713867,0.35494738817214966,0.40326055884361267,0.348097026348114,10.0,0.0
0.4103071689605713,0.38738855719566345,0.32018187642097473,0.3700874149799347,0.44905704259872437,0.39717552065849304,0.37209200859069824,0.37883836030960083,0.4781886041164398,0.35516661405563354,0.40611663460731506,0.3465283513069153,11.0,0.0
0.41798481345176697,0.40680813789367676,0.31517019867897034,0.3533780574798584,0.456032931804657,0.4029102921485901,0.36872345209121704,0.3687819540500641,0.477586567401886,0.35865911841392517,0.4070674479007721,0.345710426568985,12.0,0.0
0.4254593253135681,0.4059374928474426,0.31863686442375183,0.3357517123222351,0.4604417681694031,0.39905720949172974,0.3635815978050232,0.36157506704330444,0.4773900508880615,0.35820022225379944,0.40603652596473694,0.346087247133255,13.0,0.0
0.4289044439792633,0.3763066828250885,0.3262313902378082,0.3234480023384094,0.4632512032985687,0.38465219736099243,0.35824868083000183,0.3472158908843994,0.4739246368408203,0.35779136419296265,0.4025607705116272,0.34662526845932007,14.0,0.0
0.41064509749412537,0.39766138792037964,0.33124154806137085,0.3189934194087982,0.4609007239341736,0.3849438428878784,0.36197108030319214,0.3510052263736725,0.47361284494400024,0.3575732707977295,0.4004201292991638,0.3467952013015747,15.0,0.0
0.3963489830493927,0.39543160796165466,0.34105804562568665,0.2985270023345947,0.454489141702652,0.39012911915779114,0.3642628490924835,0.3444221317768097,0.4720786511898041,0.3573954403400421,0.4005233645439148,0.3468177914619446,16.0,0.0
0.40421414375305176,0.41918545961380005,0.354459673166275,0.29433923959732056,0.4576958119869232,0.3984059691429138,0.3663533329963684,0.3369590938091278,0.47119027376174927,0.35731345415115356,0.4006231725215912,0.3462730348110199,17.0,0.0
0.4276210367679596,0.43531760573387146,0.36301010847091675,0.28069210052490234,0.4588644504547119,0.4062015116214752,0.36640307307243347,0.32269445061683655,0.4718490242958069,0.35659992694854736,0.40073513984680176,0.34635287523269653,18.0,0.0
0.39997076988220215,0.2866877615451813,0.39887887239456177,0.26460376381874084,0.4228067398071289,0.3344925343990326,0.40404754877090454,0.31574273109436035,0.4526863098144531,0.3536403179168701,0.4202790856361389,0.3455562889575958,19.0,0.0
0.4092174470424652,0.3049167990684509,0.40217018127441406,0.26885929703712463,0.4247813820838928,0.3505936861038208,0.39386069774627686,0.32018280029296875,0.45803242921829224,0.3517816662788391,0.41104215383529663,0.34149256348609924,20.0,0.0
0.41206541657447815,0.2901538610458374,0.41083773970603943,0.2719263434410095,0.4320904314517975,0.33566829562187195,0.39857733249664307,0.3170538544654846,0.4535732865333557,0.3498277962207794,0.41191667318344116,0.34133511781692505,21.0,0.0
0.4125681519508362,0.2717638611793518,0.41089779138565063,0.26454994082450867,0.4398200511932373,0.32935941219329834,0.39369335770606995,0.3030444383621216,0.45658403635025024,0.34711867570877075,0.4112664759159088,0.3417547345161438,22.0,0.0
0.42345261573791504,0.29710811376571655,0.4078647494316101,0.2666325569152832,0.4498897194862366,0.3427923321723938,0.39221134781837463,0.3046158254146576,0.46184030175209045,0.34762245416641235,0.41340819001197815,0.3412141799926758,23.0,0.0
0.42806077003479004,0.3071816563606262,0.4004775881767273,0.27120548486709595,0.4612232744693756,0.3510480225086212,0.39085647463798523,0.31144076585769653,0.47066372632980347,0.34738078713417053,0.41479063034057617,0.3414945900440216,24.0,0.0
0.40608420968055725,0.4153919816017151,0.39636939764022827,0.2780056893825531,0.4544289708137512,0.4032098352909088,0.3702334463596344,0.3067801296710968,0.4730791449546814,0.3475406765937805,0.41354623436927795,0.34287121891975403,25.0,0.0
0.39832597970962524,0.38261300325393677,0.35044845938682556,0.32949143648147583,0.4543594419956207,0.4059738516807556,0.3626531660556793,0.35759106278419495,0.47850552201271057,0.3559514880180359,0.4133991301059723,0.34637123346328735,26.0,0.0
0.4334567189216614,0.37675806879997253,0.3457372188568115,0.4019099175930023,0.478097140789032,0.39871567487716675,0.39286938309669495,0.4048689305782318,0.4856174886226654,0.35110223293304443,0.4136626124382019,0.3489430546760559,27.0,0.0
0.43267935514450073,0.4335761070251465,0.39954450726509094,0.44313716888427734,0.49243348836898804,0.41537538170814514,0.40261244773864746,0.4115690588951111,0.492480605840683,0.34862804412841797,0.41326698660850525,0.3491896688938141,28.0,0.0
0.4472346901893616,0.46231937408447266,0.4038587212562561,0.4536154866218567,0.4969029426574707,0.41540151834487915,0.4099777340888977,0.42936834692955017,0.49226635694503784,0.33606764674186707,0.40814805030822754,0.35528308153152466,29.0,0.0
0.4967764914035797,0.4514302611351013,0.4653174877166748,0.4521743655204773,0.5006059408187866,0.4107532501220703,0.4239370822906494,0.4157145917415619,0.4889431595802307,0.32063332200050354,0.4045114517211914,0.3548922538757324,30.0,0.0
0.5187532305717468,0.4335429072380066,0.4269564747810364,0.42242950201034546,0.5045040845870972,0.4070499837398529,0.41253799200057983,0.41246771812438965,0.4865994453430176,0.32010382413864136,0.4043559432029724,0.35231277346611023,31.0,0.0
0.5598440170288086,0.41757577657699585,0.38577142357826233,0.42835408449172974,0.5160337686538696,0.3731635808944702,0.4081827700138092,0.4023895859718323,0.4836389124393463,0.30885380506515503,0.40373191237449646,0.3405918776988983,32.0,0.0
0.5863640308380127,0.3475337326526642,0.3785887062549591,0.4284128248691559,0.5303179025650024,0.34412461519241333,0.40540748834609985,0.39745813608169556,0.47806817293167114,0.3137649595737457,0.40402674674987793,0.340889036655426,33.0,0.0
0.5923133492469788,0.29481813311576843,0.37484267354011536,0.43278416991233826,0.5329097509384155,0.31328967213630676,0.403961718082428,0.39889994263648987,0.4746846556663513,0.31769371032714844,0.40548068284988403,0.3405359387397766,34.0,0.0
0.5812932848930359,0.2543874979019165,0.5207974910736084,0.267550528049469,0.5295301675796509,0.29443007707595825,0.47316741943359375,0.30761367082595825,0.46750956773757935,0.3203536868095398,0.41804343461990356,0.33574241399765015,35.0,0.0
0.554818332195282,0.24059291183948517,0.5501896142959595,0.236686110496521,0.5165356993675232,0.29576176404953003,0.5043047070503235,0.290512353181839,0.4508131146430969,0.3300517201423645,0.4439721703529358,0.33323168754577637,36.0,0.0
0.516783595085144,0.2529725432395935,0.5334872007369995,0.22924712300300598,0.4766268730163574,0.3038872480392456,0.5100114345550537,0.28515127301216125,0.43585753440856934,0.33001554012298584,0.4544244706630707,0.3277670443058014,37.0,0.0
0.5082042217254639,0.22740285098552704,0.5074406862258911,0.22758038341999054,0.483776330947876,0.29653334617614746,0.4836122393608093,0.28483808040618896,0.4454635679721832,0.32987427711486816,0.4490260183811188,0.32378023862838745,38.0,0.0
0.49596816301345825,0.23832377791404724,0.4386611878871918,0.3272508978843689,0.4981135427951813,0.2918139398097992,0.4376063942909241,0.3293817639350891,0.472951740026474,0.3221502900123596,0.44115644693374634,0.3227826654911041,39.0,0.0
0.4561379551887512,0.26470595598220825,0.46934419870376587,0.28216299414634705,0.4609161913394928,0.3020571768283844,0.46884027123451233,0.31076866388320923,0.4614170491695404,0.3211090564727783,0.45856714248657227,0.31693926453590393,40.0,0.0
0.4507758617401123,0.27336496114730835,0.45885807275772095,0.2948516607284546,0.4719174802303314,0.3037344813346863,0.46542757749557495,0.30904895067214966,0.46277862787246704,0.31668227910995483,0.45449915528297424,0.3076826333999634,41.0,0.0
0.4219363331794739,0.42032432556152344,0.4071559011936188,0.427362859249115,0.4544804096221924,0.3839072585105896,0.43362218141555786,0.37923815846443176,0.4641187787055969,0.31786108016967773,0.45284146070480347,0.3104477524757385,42.0,0.0
0.4484902024269104,0.4412621855735779,0.461500346660614,0.44801968336105347,0.46622949838638306,0.3908563256263733,0.4375602602958679,0.39117079973220825,0.47009778022766113,0.3219680190086365,0.4511408805847168,0.31526753306388855,43.0,0.0
0.4313729405403137,0.30764463543891907,0.4362459182739258,0.3030570149421692,0.46079221367836,0.3578737676143646,0.4343908727169037,0.32711169123649597,0.4773412346839905,0.32358071208000183,0.45227232575416565,0.3134539723396301,44.0,0.0
0.44269871711730957,0.3411920666694641,0.4242044985294342,0.2808530330657959,0.4840560555458069,0.35661619901657104,0.4255463480949402,0.3045676350593567,0.47790831327438354,0.3254631459712982,0.45009803771972656,0.31513458490371704,45.0,0.0
0.44951915740966797,0.3303983807563782,0.4291248321533203,0.2793046832084656,0.48208579421043396,0.3533361256122589,0.42982402443885803,0.30190902948379517,0.4763704836368561,0.3251144289970398,0.44873061776161194,0.31538888812065125,46.0,0.0
0.4746309816837311,0.4025772213935852,0.4145757257938385,0.2840900719165802,0.4903844892978668,0.37576982378959656,0.41245555877685547,0.30347198247909546,0.4840506911277771,0.3251144289970398,0.4477049708366394,0.31579115986824036,47.0,0.0
0.4706898331642151,0.37377604842185974,0.4116014540195465,0.2874932885169983,0.4933096766471863,0.36541181802749634,0.41112619638442993,0.30983492732048035,0.4888840317726135,0.32444101572036743,0.44724804162979126,0.3184669017791748,48.0,0.0
0.4877234101295471,0.40913763642311096,0.41125622391700745,0.28817081451416016,0.4939013123512268,0.3850077986717224,0.41490882635116577,0.3209879398345947,0.4886713922023773,0.3297916352748871,0.44711071252822876,0.32010892033576965,49.0,0.0
0.4948018491268158,0.40567588806152344,0.41247621178627014,0.28668013215065,0.4958096444606781,0.38636279106140137,0.414527028799057,0.32576268911361694,0.4900822043418884,0.3317236304283142,0.4467230439186096,0.3208156228065491,50.0,0.0
0.4891696870326996,0.3659938871860504,0.41444581747055054,0.2853003144264221,0.49260658025741577,0.37973645329475403,0.4170052111148834,0.3228345215320587,0.48824015259742737,0.33126384019851685,0.4556500315666199,0.3164980709552765,51.0,0.0
